molecule_chembl_id,canonical_smiles,type,standard_value,value
CHEMBL4169247,COc1nccnc1NS(=O)(=O)c1cccc(Cl)c1Cl,Inhibition,4.79,4.79
CHEMBL4298138,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,Inhibition,12.92,12.92
CHEMBL430226,CC(=O)O/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1,Inhibition,4.66,4.66
CHEMBL487186,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,Inhibition,7.88,7.88
CHEMBL3984425,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,Inhibition,-2.85,-2.85
CHEMBL4540808,CNc1[nH]c(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2ncc(Cl)c1-2,Inhibition,3.52,3.52
CHEMBL4303214,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,Inhibition,13.33,13.33
CHEMBL4297627,C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1,Inhibition,31.01,31.01
CHEMBL259571,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,Inhibition,17.67,17.67
CHEMBL286738,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,Inhibition,105.8,105.8
CHEMBL4570175,O=C(Nc1ccn(Cc2ccc(O)cc2C(F)(F)F)n1)c1c(F)cccc1F,Inhibition,2.85,2.85
CHEMBL4297674,CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,Inhibition,7.85,7.85
CHEMBL2419706,COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,Inhibition,2.77,2.77
CHEMBL1583199,N#Cc1c(N2CCCC2)nc(N)c2c(N)nc(N3CCCC3)cc12,Inhibition,-31.39,-31.39
CHEMBL4082756,Cc1cc(-n2nc(Cc3cc(F)cc(C(F)(F)F)c3)nc2C)ccc1C(N)=O,Inhibition,11.73,11.73
CHEMBL475627,COc1ccc(-c2cc3nnc(-c4ccccc4)nc3s2)cc1,Inhibition,10.44,10.44
CHEMBL3780497,N#Cc1cc2cc(CN3CCC(Nc4ncnc5sc(CC(F)(F)F)cc45)CC3)ccc2[nH]1,Inhibition,12.78,12.78
CHEMBL228654,C/C(=C1/C(=O)Nc2ccc(NC(N)=O)cc21)c1ccc[nH]1,Inhibition,15.27,15.27
CHEMBL4297629,COc1ccc([C@@H](O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)nn1,Inhibition,-5.04,-5.04
CHEMBL2172308,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,Inhibition,6.68,6.68
CHEMBL465952,O=C(NCc1ccc2c(c1)OCO2)c1c(Cl)cccc1Cl,Inhibition,3.17,3.17
CHEMBL381230,CN1C(=O)NC(Cc2c[nH]c3c(Cl)cccc23)C1=O,Inhibition,2.74,2.74
CHEMBL2407818,Cc1nc2c(NCc3cccc(S(C)(=O)=O)c3)nccn2c1-c1ccc(O)c(F)c1,Inhibition,10.22,10.22
CHEMBL2181522,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ncccn2)C3)cc1,Inhibition,4.75,4.75
CHEMBL4282264,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O,Inhibition,9.34,9.34
CHEMBL355200,C#Cc1c[nH]c(=O)[nH]c1=O,Inhibition,5.91,5.91
CHEMBL702,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,Inhibition,-6.84,-6.84
CHEMBL254328,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,Inhibition,-3.97,-3.97
CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,Inhibition,-2.27,-2.27
CHEMBL698,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,Inhibition,2.35,2.35
CHEMBL483857,O=S(=O)(CC1CS1)c1ccc(Oc2ccccc2)cc1,Inhibition,6.46,6.46
CHEMBL3408947,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@@H](C)O[C@@H](C)C5)cc4)n[nH]c3c1)C(=O)N2,Inhibition,2.38,2.38
CHEMBL56564,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,Inhibition,-1.89,-1.89
CHEMBL849,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Inhibition,2.41,2.41
CHEMBL316966,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,Inhibition,4.96,4.96
CHEMBL891,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,Inhibition,7.15,7.15
CHEMBL273636,C[C@H](NC(c1cccc2nc(O)c(O)nc12)P(=O)(O)O)c1ccc(Br)cc1,Inhibition,5.13,5.13
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Inhibition,3.36,3.36
CHEMBL496,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,Inhibition,22.43,22.43
CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,Inhibition,10.42,10.42
CHEMBL590799,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,Inhibition,9.53,9.53
CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,Inhibition,13.38,13.38
CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,Inhibition,6.33,6.33
CHEMBL65892,CN(C)Cc1ccc(-c2nc3cccc4c3n2CCNC4=O)cc1,Inhibition,12.17,12.17
CHEMBL1046,NCCCCCC(=O)O,Inhibition,7.08,7.08
CHEMBL36506,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,Inhibition,6.53,6.53
CHEMBL555017,CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,Inhibition,11.72,11.72
CHEMBL429023,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,Inhibition,8.31,8.31
CHEMBL86754,Oc1c(I)cc(I)c2cccnc12,Inhibition,-6.98,-6.98
CHEMBL460499,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,Inhibition,98.8,98.8
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,Inhibition,1.7,1.7
CHEMBL443732,NC(N)=NOCC[C@H](N)C(=O)O,Inhibition,2.77,2.77
CHEMBL38686,O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,Inhibition,0.43,0.43
CHEMBL1200688,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,Inhibition,2.37,2.37
CHEMBL485980,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1OC(=O)CCC,Inhibition,9.65,9.65
CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,Inhibition,6.08,6.08
CHEMBL51628,O=c1ccc2ccc(O)cc2o1,Inhibition,92.28,92.28
CHEMBL284377,N[C@@H](COP(=O)(O)O)C(=O)O,Inhibition,11.56,11.56
CHEMBL458769,CCOc1cc(NC(C)=O)ccc1C(=O)OC,Inhibition,10.06,10.06
CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Inhibition,10.47,10.47
CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,Inhibition,9.29,9.29
CHEMBL337173,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,Inhibition,6.77,6.77
CHEMBL336296,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,Inhibition,13.22,13.22
CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Inhibition,-7.87,-7.87
CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,Inhibition,12.11,12.11
CHEMBL1201073,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,Inhibition,98.97,98.97
CHEMBL479789,N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O,Inhibition,5.01,5.01
CHEMBL404520,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,Inhibition,-0.25,-0.25
CHEMBL1519,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,Inhibition,9.46,9.46
CHEMBL682,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,Inhibition,14.5,14.5
CHEMBL1237,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,Inhibition,10.58,10.58
CHEMBL575060,N[C@@H](CCC(=O)O)C(=O)O,Inhibition,8.67,8.67
CHEMBL223448,Oc1c(Br)cc(Br)c2cccnc12,Inhibition,13.46,13.46
CHEMBL597,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Inhibition,14.21,14.21
CHEMBL307429,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,Inhibition,7.57,7.57
CHEMBL50588,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,Inhibition,15.34,15.34
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,Inhibition,9.94,9.94
CHEMBL77921,Cc1cccc(C(C)c2c[nH]cn2)c1C,Inhibition,12.57,12.57
CHEMBL2133806,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,Inhibition,14.37,14.37
CHEMBL1201139,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Inhibition,14.99,14.99
CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,Inhibition,15.08,15.08
CHEMBL514499,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,Inhibition,19.96,19.96
CHEMBL122270,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,Inhibition,3.19,3.19
CHEMBL940,NCC1(CC(=O)O)CCCCC1,Inhibition,71.84,71.84
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,Inhibition,0.44,0.44
CHEMBL3545347,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)O,Inhibition,-0.63,-0.63
CHEMBL321820,Cc1cc(Cn2cnc3c2C[C@@H](C(=O)O)N(C(=O)C(c2ccccc2)c2ccccc2)C3)ccc1N(C)C,Inhibition,8.15,8.15
CHEMBL273019,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,Inhibition,0.03,0.03
CHEMBL96,NCCCC(=O)O,Inhibition,4.81,4.81
CHEMBL105442,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,Inhibition,9.16,9.16
CHEMBL600,CC(=O)N[C@@H](CS)C(=O)O,Inhibition,14.12,14.12
CHEMBL1256850,CCc1c(C(=O)OC)ncc2[nH]c3cc(OC)c(OC)cc3c12,Inhibition,11.93,11.93
CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,Inhibition,11.48,11.48
CHEMBL318457,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,Inhibition,18.23,18.23
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Inhibition,12.92,12.92
CHEMBL573,O=C(O)c1cccnc1,Inhibition,19.38,19.38
CHEMBL69679,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,Inhibition,20.6,20.6
CHEMBL2431768,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,Inhibition,19.87,19.87
CHEMBL1201392,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Inhibition,10.68,10.68
CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,Inhibition,14.31,14.31
CHEMBL46469,O=C1c2c(O)cccc2Cc2cccc(O)c21,Inhibition,5.93,5.93
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,Inhibition,4.74,4.74
CHEMBL379761,CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,Inhibition,9.32,9.32
CHEMBL242341,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,Inhibition,-9.57,-9.57
CHEMBL142703,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,Inhibition,15.01,15.01
CHEMBL18442,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,Inhibition,14.88,14.88
CHEMBL4303187,CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1,Inhibition,13.88,13.88
CHEMBL1614725,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,Inhibition,-1.57,-1.57
CHEMBL3335793,Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C,Inhibition,10.95,10.95
CHEMBL2441340,Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1,Inhibition,11.16,11.16
CHEMBL361501,Cc1noc(-c2ccc(CSCCC(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl,Inhibition,17.17,17.17
CHEMBL140220,COc1ccc2[nH]c(C(=O)c3ccccc3)cc2c1,Inhibition,8.58,8.58
CHEMBL1090467,NC(=O)c1cccc2[nH]c(-c3ccc([C@@H]4CCCN4)cc3F)nc12,Inhibition,24.41,24.41
CHEMBL2392553,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,Inhibition,18,18
CHEMBL72631,COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1ccc(Cl)cc1,Inhibition,2.95,2.95
CHEMBL363160,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,Inhibition,4.08,4.08
CHEMBL3108909,CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)cc1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,Inhibition,10.18,10.18
CHEMBL3093392,O=C(O)c1cc(C(F)(F)F)ccc1N1CC[C@H](OCc2ccccn2)C1,Inhibition,-4.9,-4.9
CHEMBL3263773,COc1ccccc1-c1cc(Nc2cccc(CS(N)(=O)=O)c2)ncn1,Inhibition,-8.04,-8.04
CHEMBL3093756,CCCCNc1ncc(C(=O)NCc2ccc(-n3ccnc3)cc2)c(N[C@H]2CC[C@H](O)CC2)n1,Inhibition,3.03,3.03
CHEMBL1615025,Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21,Inhibition,2.82,2.82
CHEMBL3359265,Cc1nc2ccc(C(=O)N3CCC4(CC3)CC(=O)c3c(cnn3C(C)C)C4)cc2[nH]1,Inhibition,6.34,6.34
CHEMBL3326006,CCCCNc1ncc2c(-c3ccc(CN4CCN(C)CC4)cc3)cn([C@H]3CC[C@H](O)CC3)c2n1,Inhibition,-3.23,-3.23
CHEMBL3974629,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CCC(=O)N2C,Inhibition,7.06,7.06
CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,Inhibition,7.93,7.93
CHEMBL3392845,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,Inhibition,10.27,10.27
CHEMBL3342332,CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c(F)c1,Inhibition,14.74,14.74
CHEMBL3989871,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,Inhibition,17.61,17.61
CHEMBL2142592,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,Inhibition,16.77,16.77
CHEMBL456237,Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,Inhibition,18.66,18.66
CHEMBL3092807,CCCCNc1ncc(-c2ccc(CN3CCOCC3)cn2)c(N[C@H]2CC[C@H](O)CC2)n1,Inhibition,7.13,7.13
CHEMBL197194,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,Inhibition,10.37,10.37
CHEMBL4564280,CN(C)C(=O)/C(C#N)=C/c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1,Inhibition,3.94,3.94
CHEMBL3609407,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1,Inhibition,10.03,10.03
CHEMBL2420629,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1,Inhibition,11.04,11.04
CHEMBL4065484,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,Inhibition,39.17,39.17
CHEMBL4591460,O=C1O[C@]2(CC[C@@H](C(=O)Nc3ccn(-c4ccccc4F)n3)CC2)c2cnccc21,Inhibition,7.09,7.09
CHEMBL228192,NC(=O)c1cnc(NCCc2ccc(O)c(Cl)c2)nc1NCc1ccccc1,Inhibition,10.49,10.49
CHEMBL4086143,O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1,Inhibition,4.28,4.28
CHEMBL512351,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,Inhibition,9.04,9.04
CHEMBL2385591,c1cc(-c2cnn3cc(-c4ccc(N5CCNCC5)cc4)cnc23)c2cccnc2c1,Inhibition,-6.53,-6.53
CHEMBL1775179,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,Inhibition,8.79,8.79
CHEMBL3672295,Cc1cc(O)c(-c2ccc([C@@H](C)CN)cc2)c2c1[nH]c(=O)c1sccc12,Inhibition,14.99,14.99
CHEMBL3544911,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,Inhibition,11.64,11.64
CHEMBL51314,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,Inhibition,-5.71,-5.71
CHEMBL394880,CC1(C)CC(=O)C2=C(C1)NC(=S)NC2c1cccc(O)c1,Inhibition,2.26,2.26
CHEMBL1087004,Cc1ccc(C2Nc3ccccc3-n3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)o1,Inhibition,-7.2,-7.2
CHEMBL2037200,CN1CCCN(C(=O)c2cccc(-c3ccc(/C=C4/C(=O)Nc5ccc(Cl)cc54)o3)c2)CC1,Inhibition,13.42,13.42
CHEMBL3681419,Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1,Inhibition,10.94,10.94
CHEMBL2219422,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,Inhibition,10.02,10.02
CHEMBL570667,NCC1CCN(c2nccc(-c3ccc4ccccc4c3)n2)CC1,Inhibition,17.25,17.25
CHEMBL463978,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1,Inhibition,12.58,12.58
CHEMBL3814752,C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1,Inhibition,14.85,14.85
CHEMBL4073443,Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,Inhibition,2.67,2.67
CHEMBL3186534,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,Inhibition,10.34,10.34
CHEMBL3941037,COc1cc(C(=O)N(CCCc2ccccc2)Cc2ccc(CC(=O)O)cc2)cc(OC)c1C,Inhibition,13.32,13.32
CHEMBL126159,COc1cc2c3c(n(CCCNCCO)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2,Inhibition,14.64,14.64
CHEMBL123446,C#CCN(Cc1cc2c(O)nc(C)nc2cc1Br)c1ccc(C(=O)NCc2cccnc2)cc1,Inhibition,-8.18,-8.18
CHEMBL227020,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,Inhibition,9.17,9.17
CHEMBL3393127,Cc1ccc(Oc2nc3cc(-c4ccc5c(ccn5C)c4)c(Cl)cc3[nH]2)cc1C(=O)O,Inhibition,54.72,54.72
CHEMBL3818875,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,Inhibition,17.83,17.83
CHEMBL3545369,NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,Inhibition,13.32,13.32
CHEMBL3951811,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,Inhibition,1.79,1.79
CHEMBL3655950,O=C(NO)c1cnc(NC2(c3ccccc3)CC2)nc1,Inhibition,9.46,9.46
CHEMBL4297865,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,Inhibition,7.29,7.29
CHEMBL4520674,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@H]1c1ccc(C#N)nc1,Inhibition,11.44,11.44
CHEMBL3606021,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,Inhibition,11.82,11.82
CHEMBL4297188,Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,Inhibition,112.37,112.37
CHEMBL1199539,O=C(C[C@@H]1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,Inhibition,12.99,12.99
CHEMBL1921976,CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1,Inhibition,13.16,13.16
CHEMBL70663,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,Inhibition,9.09,9.09
CHEMBL3544960,NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,Inhibition,7,7
CHEMBL1271993,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Cl)c(Cl)c1,Inhibition,97.67,97.67
CHEMBL180570,O=P(O)(O)CP(=O)(O)O,Inhibition,3.11,3.11
CHEMBL2171124,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,Inhibition,2.39,2.39
CHEMBL1615281,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,Inhibition,5.79,5.79
CHEMBL3987016,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,Inhibition,6.16,6.16
CHEMBL3337894,COc1cccc(CNC(=O)c2nc3scc(COCc4ccc(C(=O)O)cc4)c3c(=O)[nH]2)c1,Inhibition,14.74,14.74
CHEMBL3286929,c1ccc(Cn2c(-c3ccc(OC[C@H](C4CCNCC4)n4c(-c5ccccc5)nc5ccccc54)cc3)nc3ccccc32)cc1,Inhibition,-25.12,-25.12
CHEMBL3421914,CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Oc4ccc5c(c4)CC(=O)N5)c3)cc2C(F)(F)F)CC1,Inhibition,11.35,11.35
CHEMBL1562,COc1cc(CC(=O)O)ccc1O,Inhibition,8.31,8.31
CHEMBL1206150,Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,Inhibition,15.83,15.83
CHEMBL182066,O=C(Nc1ccc2nc(O)oc2c1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1,Inhibition,13.41,13.41
CHEMBL4303550,CC(C)(C)C(=O)/C(=N/c1ccc(Cl)cc1)NNc1ccc(Cl)cc1,Inhibition,0.87,0.87
CHEMBL1230714,COc1cc(-c2cc(-c3cccc(O)c3)cnc2N)cc(OC)c1OC,Inhibition,0.76,0.76
